Sipariş ID,Müşteri ID,Sipariş Tarihi,Kategori,Ürün,Birim Fiyat,Adet,İndirim Oranı,Toplam Tutar,Bölge,Ödeme Yöntemi,İade Durumu,İade Nedeni,Müşteri Puanı
ORD-10195,CUST-2306,2025-12-15,Ev & Yaşam,Robot Süpürge,4735.94,2,0.13,8240.54,Ege,Kredi Kartı,False,,5
ORD-10196,CUST-4603,2025-05-23,Spor,Bisiklet,5006.65,3,0.17,12466.56,Akdeniz,Kredi Kartı,False,,2
ORD-10197,CUST-2228,2025-09-03,Giyim,Mont,557.84,2,0.0,1115.68,Akdeniz,Havale/EFT,False,,5
ORD-10198,CUST-2690,2025-09-24,Giyim,Spor Ayakkabı,561.43,2,0.0,1122.86,Marmara,Kredi Kartı,False,,5
ORD-10199,CUST-3967,2025-05-31,Elektronik,Klavye,15398.14,1,0.05,14628.23,Akdeniz,Banka Kartı,False,,4
ORD-10200,CUST-1855,2025-08-12,Ev & Yaşam,Kahve Makinesi,3413.57,2,0.03,6622.33,Güneydoğu Anadolu,Kredi Kartı,False,,5
ORD-10201,CUST-3882,2025-06-07,Spor,Yoga Matı,5565.58,3,0.0,16696.74,Ege,Kredi Kartı,False,,5
ORD-10202,CUST-4615,2025-11-04,Spor,Dambıl,8047.88,4,0.08,29616.2,Marmara,Kredi Kartı,True,Kusurlu Ürün,3
ORD-10203,CUST-1597,2025-03-03,Ev & Yaşam,Sandalye,14040.95,5,0.07,65290.42,Marmara,Kredi Kartı,False,,2
ORD-10204,CUST-3045,2025-12-01,Ev & Yaşam,Halı,11521.4,4,0.16,38711.9,Ege,Kredi Kartı,False,,2
ORD-10205,CUST-1573,2025-11-29,Spor,Yoga Matı,9177.3,5,0.24,34873.74,Ege,Havale/EFT,True,Beden Uymadı,1
ORD-10206,CUST-2689,2025-05-04,Giyim,Pantolon,1443.62,1,0.0,1443.62,Ege,Kredi Kartı,False,,5
ORD-10207,CUST-4738,2025-10-28,Spor,Dambıl,165.46,5,0.0,827.3,Marmara,Banka Kartı,False,,3
ORD-10208,CUST-1070,2025-11-07,Spor,Yoga Matı,1159.46,1,0.0,1159.46,Marmara,Banka Kartı,False,,3
ORD-10209,CUST-2094,2025-09-14,Elektronik,Mouse,38392.26,2,0.0,76784.52,Güneydoğu Anadolu,Kredi Kartı,False,,1
ORD-10210,CUST-3677,2026-01-21,Elektronik,Akıllı Telefon,16508.49,2,0.0,33016.98,Marmara,Kredi Kartı,False,,4
ORD-10211,CUST-4462,2025-10-03,Ev & Yaşam,Sandalye,14666.74,1,0.23,11293.39,Marmara,Kapıda Ödeme,False,,5
ORD-10212,CUST-2947,2025-07-11,Elektronik,Akıllı Telefon,27534.94,2,0.14,47360.1,Marmara,Kapıda Ödeme,False,,2
ORD-10213,CUST-3404,2025-05-07,Spor,Dambıl,3062.84,5,0.0,15314.2,Karadeniz,Kredi Kartı,False,,3
ORD-10214,CUST-2572,2025-05-05,Elektronik,Mouse,2621.01,2,0.0,5242.02,Marmara,Banka Kartı,False,,5
ORD-10215,CUST-2624,2025-08-09,Elektronik,Klavye,31450.15,2,0.0,62900.3,Marmara,Kapıda Ödeme,False,,5
ORD-10216,CUST-3706,2025-09-05,Elektronik,Klavye,32023.18,1,0.0,32023.18,Marmara,Banka Kartı,False,,4
ORD-10217,CUST-2297,2025-08-26,Elektronik,Akıllı Telefon,705.21,2,0.0,1410.42,Akdeniz,Kredi Kartı,False,,4
ORD-10218,CUST-2838,2025-12-05,Spor,Dambıl,359.99,3,0.0,1079.97,İç Anadolu,Banka Kartı,False,,1
ORD-10219,CUST-2195,2025-09-22,Spor,Dambıl,7275.95,5,0.24,27648.61,İç Anadolu,Kredi Kartı,False,,2
ORD-10220,CUST-2101,2025-07-27,Ev & Yaşam,Masa,2445.24,2,0.0,4890.48,Ege,Kredi Kartı,True,Vazgeçtim,1
ORD-10221,CUST-3952,2026-01-09,Spor,Bisiklet,6205.02,4,0.0,24820.08,Marmara,Kapıda Ödeme,False,,5
ORD-10222,CUST-2556,2025-08-10,Spor,Koşu Bandı,4363.1,5,0.0,21815.5,Marmara,Kapıda Ödeme,False,,3
ORD-10223,CUST-1727,2025-09-14,Ev & Yaşam,Halı,11102.65,4,0.2,35528.48,Marmara,Kredi Kartı,False,,3
ORD-10224,CUST-1466,2025-12-08,Giyim,Ceket,1395.25,5,0.0,6976.25,Akdeniz,Kapıda Ödeme,False,,3
ORD-10225,CUST-4404,2026-02-12,Elektronik,Tablet,27082.62,1,0.06,25457.66,İç Anadolu,Banka Kartı,False,,1
ORD-10226,CUST-2839,2025-12-26,Spor,Bisiklet,4067.97,5,0.22,15865.08,Ege,Kredi Kartı,False,,5
ORD-10227,CUST-3432,2026-01-15,Elektronik,Akıllı Telefon,30873.68,2,0.0,61747.36,İç Anadolu,Kredi Kartı,False,,4
ORD-10228,CUST-4960,2025-08-11,Spor,Dambıl,204.42,3,0.0,613.26,Akdeniz,Kredi Kartı,False,,2
ORD-10229,CUST-2825,2025-09-02,Spor,Spor Çantası,7746.19,5,0.04,37181.71,Güneydoğu Anadolu,Kredi Kartı,False,,1
ORD-10230,CUST-1475,2025-05-06,Ev & Yaşam,Halı,5343.08,2,0.0,10686.16,Marmara,Kredi Kartı,False,,4
ORD-10231,CUST-2306,2025-03-29,Ev & Yaşam,Kahve Makinesi,12209.73,1,0.0,12209.73,Marmara,Kredi Kartı,False,,2
ORD-10232,CUST-3113,2025-05-23,Giyim,Ayakkabı,1163.71,4,0.0,4654.84,Ege,Kredi Kartı,False,,4
ORD-10233,CUST-2620,2025-03-09,Giyim,Mont,1225.19,4,0.0,4900.76,Marmara,Kredi Kartı,False,,1
ORD-10234,CUST-3364,2025-04-16,Giyim,Ayakkabı,719.37,4,0.0,2877.48,İç Anadolu,Kredi Kartı,False,,3
ORD-10235,CUST-3445,2025-09-09,Spor,Bisiklet,1230.9,3,0.15,3138.8,Karadeniz,Banka Kartı,False,,5
ORD-10236,CUST-3417,2025-04-07,Giyim,Ayakkabı,323.94,3,0.0,971.82,Marmara,Kredi Kartı,False,,5
ORD-10237,CUST-1564,2025-12-14,Spor,Spor Çantası,1938.96,5,0.16,8143.63,Güneydoğu Anadolu,Kredi Kartı,False,,2
ORD-10238,CUST-1766,2025-08-03,Spor,Bisiklet,630.75,3,0.12,1665.18,Marmara,Kredi Kartı,False,,4
ORD-10239,CUST-2675,2026-02-08,Spor,Spor Çantası,7130.41,4,0.0,28521.64,Marmara,Kredi Kartı,False,,3
ORD-10240,CUST-1133,2025-07-13,Giyim,Gömlek,419.6,4,0.0,1678.4,Akdeniz,Kredi Kartı,False,,5
ORD-10241,CUST-1467,2025-07-10,Ev & Yaşam,Sandalye,12392.38,1,0.11,11029.22,Marmara,Kredi Kartı,False,,2
ORD-10242,CUST-2219,2025-03-11,Spor,Koşu Bandı,3550.91,1,0.0,3550.91,Güneydoğu Anadolu,Banka Kartı,False,,5
ORD-10243,CUST-3822,2025-08-21,Spor,Yoga Matı,6199.9,2,0.2,9919.84,İç Anadolu,Kredi Kartı,False,,2
ORD-10244,CUST-2325,2026-02-18,Ev & Yaşam,Halı,8719.21,5,0.17,36184.72,Marmara,Kapıda Ödeme,False,,1
ORD-10245,CUST-2135,2026-01-24,Giyim,Ceket,574.39,3,0.19,1395.77,İç Anadolu,Kredi Kartı,False,,3
ORD-10246,CUST-3571,2025-09-23,Spor,Spor Çantası,847.61,1,0.0,847.61,Akdeniz,Banka Kartı,False,,4
ORD-10247,CUST-4892,2025-10-30,Ev & Yaşam,Sandalye,336.35,1,0.11,299.35,İç Anadolu,Kredi Kartı,True,Geç Teslimat,2
ORD-10248,CUST-1892,2025-09-30,Giyim,Mont,610.22,3,0.0,1830.66,İç Anadolu,Kredi Kartı,False,,3
ORD-10249,CUST-4662,2026-02-07,Elektronik,Laptop,4433.2,2,0.0,8866.4,Doğu Anadolu,Kredi Kartı,False,,4
ORD-10250,CUST-1828,2026-02-10,Giyim,Gömlek,402.06,3,0.0,1206.18,Marmara,Kredi Kartı,False,,2
ORD-10251,CUST-1212,2025-09-13,Ev & Yaşam,Lamba,10581.79,2,0.0,21163.58,Marmara,Kredi Kartı,False,,1
ORD-10252,CUST-1543,2025-12-23,Giyim,Mont,117.65,3,0.25,264.71,Ege,Kredi Kartı,True,Görselden Farklı,1
ORD-10253,CUST-3993,2025-04-16,Elektronik,Mouse,15018.69,2,0.0,30037.38,Akdeniz,Banka Kartı,False,,2
ORD-10254,CUST-1280,2025-11-21,Elektronik,Kulaklık,17883.93,1,0.04,17168.57,Ege,Banka Kartı,False,,1
ORD-10255,CUST-4672,2025-04-15,Giyim,Pantolon,1220.19,4,0.0,4880.76,Ege,Banka Kartı,False,,1
ORD-10256,CUST-2016,2025-12-03,Ev & Yaşam,Mutfak Robotu,14136.8,1,0.16,11874.91,Marmara,Kredi Kartı,False,,4
ORD-10257,CUST-2210,2026-01-19,Elektronik,Monitör,20048.06,1,0.0,20048.06,İç Anadolu,Kredi Kartı,False,,1
ORD-10258,CUST-2479,2025-08-04,Giyim,Spor Ayakkabı,1735.55,5,0.0,8677.75,Ege,Kredi Kartı,False,,1
ORD-10259,CUST-1068,2025-12-20,Elektronik,Laptop,10856.32,1,0.24,8250.8,Marmara,Kredi Kartı,False,,4
ORD-10260,CUST-2734,2026-02-17,Spor,Dambıl,6441.32,5,0.07,29952.14,Marmara,Kredi Kartı,False,,2
ORD-10261,CUST-3197,2025-08-09,Spor,Bisiklet,6379.51,1,0.0,6379.51,Ege,Kapıda Ödeme,False,,2
ORD-10262,CUST-1353,2025-10-03,Elektronik,Akıllı Saat,24685.72,1,0.0,24685.72,Akdeniz,Banka Kartı,False,,2
ORD-10263,CUST-3873,2025-02-28,Giyim,Mont,1910.73,5,0.0,9553.65,Karadeniz,Kredi Kartı,False,,3
ORD-10264,CUST-4002,2025-04-24,Elektronik,Mouse,32380.76,2,0.0,64761.52,Marmara,Kapıda Ödeme,False,,4
ORD-10265,CUST-2864,2025-11-11,Ev & Yaşam,Kahve Makinesi,7644.27,5,0.0,38221.35,Marmara,Banka Kartı,False,,1
ORD-10266,CUST-1935,2025-11-10,Elektronik,Laptop,34418.22,1,0.0,34418.22,Ege,Kredi Kartı,False,,1
ORD-10267,CUST-3264,2026-02-23,Spor,Yoga Matı,3285.84,4,0.08,12091.89,Karadeniz,Kredi Kartı,False,,1
ORD-10268,CUST-1734,2025-06-17,Elektronik,Tablet,3222.59,2,0.19,5220.6,Marmara,Kredi Kartı,False,,3
ORD-10269,CUST-1821,2025-07-22,Ev & Yaşam,Lamba,9453.95,4,0.0,37815.8,Güneydoğu Anadolu,Kapıda Ödeme,False,,5
ORD-10270,CUST-4114,2025-06-28,Giyim,Tişört,1871.56,1,0.0,1871.56,Marmara,Havale/EFT,False,,3
ORD-10271,CUST-1005,2026-01-25,Spor,Kamp Çadırı,7299.43,1,0.0,7299.43,Güneydoğu Anadolu,Kredi Kartı,False,,2
ORD-10272,CUST-3914,2025-07-16,Elektronik,Laptop,36890.34,2,0.09,67140.42,Güneydoğu Anadolu,Kredi Kartı,False,,2
ORD-10273,CUST-3610,2025-09-12,Elektronik,Laptop,17681.82,1,0.0,17681.82,Marmara,Kredi Kartı,False,,3
ORD-10274,CUST-2302,2025-10-12,Ev & Yaşam,Robot Süpürge,1397.91,2,0.0,2795.82,Akdeniz,Kredi Kartı,False,,4
ORD-10275,CUST-2908,2025-08-02,Spor,Dambıl,5405.65,2,0.0,10811.3,Ege,Havale/EFT,False,,3
ORD-10276,CUST-4384,2026-02-18,Elektronik,Monitör,33519.03,2,0.0,67038.06,Akdeniz,Kapıda Ödeme,False,,1
ORD-10277,CUST-3773,2025-07-26,Ev & Yaşam,Mutfak Robotu,14862.95,1,0.21,11741.73,İç Anadolu,Kredi Kartı,False,,1
ORD-10278,CUST-4292,2025-05-05,Elektronik,Laptop,2935.93,1,0.0,2935.93,Karadeniz,Kredi Kartı,False,,1
ORD-10279,CUST-3385,2025-12-20,Ev & Yaşam,Mutfak Robotu,1402.31,1,0.0,1402.31,İç Anadolu,Havale/EFT,False,,3
ORD-10280,CUST-1501,2025-03-16,Spor,Dambıl,1763.09,5,0.0,8815.45,Akdeniz,Kredi Kartı,False,,4
ORD-10281,CUST-1707,2025-08-23,Giyim,Ceket,622.47,4,0.01,2464.98,İç Anadolu,Kredi Kartı,False,,4
ORD-10282,CUST-4615,2025-12-01,Spor,Dambıl,968.44,4,0.0,3873.76,Marmara,Havale/EFT,False,,5
ORD-10283,CUST-4255,2025-03-04,Spor,Kamp Çadırı,3655.21,5,0.09,16631.21,İç Anadolu,Kredi Kartı,False,,1
ORD-10284,CUST-2306,2025-12-25,Giyim,Tişört,1801.95,3,0.0,5405.85,Güneydoğu Anadolu,Kredi Kartı,False,,2
ORD-10285,CUST-4989,2025-05-15,Elektronik,Monitör,26446.14,2,0.0,52892.28,Akdeniz,Banka Kartı,False,,2
ORD-10286,CUST-3358,2025-09-09,Ev & Yaşam,Mutfak Robotu,14875.67,2,0.0,29751.34,İç Anadolu,Havale/EFT,False,,5
ORD-10287,CUST-1115,2026-02-18,Ev & Yaşam,Sandalye,8585.02,5,0.21,33910.83,Karadeniz,Kapıda Ödeme,False,,2
ORD-10288,CUST-3008,2025-03-14,Elektronik,Laptop,9688.62,1,0.0,9688.62,Ege,Kredi Kartı,False,,2
ORD-10289,CUST-2395,2025-05-24,Ev & Yaşam,Kahve Makinesi,622.12,5,0.04,2986.18,Marmara,Kredi Kartı,False,,1
ORD-10290,CUST-2530,2026-02-18,Spor,Bisiklet,1100.22,3,0.0,3300.66,Güneydoğu Anadolu,Banka Kartı,False,,4
ORD-10291,CUST-3659,2025-08-04,Giyim,Ayakkabı,524.15,5,0.09,2384.88,Akdeniz,Kredi Kartı,False,,1
ORD-10292,CUST-4886,2026-02-17,Spor,Bisiklet,420.59,5,0.0,2102.95,Karadeniz,Banka Kartı,False,,1
ORD-10293,CUST-4836,2025-11-04,Giyim,Ayakkabı,1516.15,2,0.0,3032.3,Marmara,Banka Kartı,False,,3
ORD-10294,CUST-2829,2025-02-28,Ev & Yaşam,Robot Süpürge,3968.25,1,0.0,3968.25,Akdeniz,Banka Kartı,True,Görselden Farklı,3
ORD-10295,CUST-2718,2025-05-19,Spor,Spor Çantası,8829.53,3,0.0,26488.59,Marmara,Kredi Kartı,False,,2
ORD-10296,CUST-1666,2025-10-12,Elektronik,Laptop,12148.89,2,0.0,24297.78,Marmara,Kredi Kartı,False,,2
ORD-10297,CUST-3998,2025-04-02,Elektronik,Mouse,23964.21,2,0.11,42656.29,İç Anadolu,Banka Kartı,False,,1
ORD-10298,CUST-1414,2025-08-11,Giyim,Kazak,877.63,5,0.18,3598.28,Marmara,Kredi Kartı,False,,1
ORD-10299,CUST-2609,2025-12-12,Spor,Yoga Matı,639.6,1,0.0,639.6,Marmara,Banka Kartı,False,,2
ORD-10300,CUST-1397,2025-03-08,Giyim,Ceket,1312.56,1,0.0,1312.56,Marmara,Banka Kartı,False,,3
ORD-10301,CUST-1373,2026-01-17,Spor,Yoga Matı,3773.1,4,0.0,15092.4,Ege,Kredi Kartı,False,,2
ORD-10302,CUST-4428,2025-07-10,Elektronik,Kulaklık,30213.29,1,0.0,30213.29,Marmara,Kredi Kartı,False,,5
ORD-10303,CUST-1931,2025-12-03,Elektronik,Tablet,32827.01,2,0.17,54492.84,Doğu Anadolu,Kredi Kartı,False,,3
ORD-10304,CUST-1323,2025-09-13,Elektronik,Kulaklık,5251.13,2,0.0,10502.26,Güneydoğu Anadolu,Kapıda Ödeme,False,,2
ORD-10305,CUST-1174,2025-09-27,Elektronik,Tablet,8475.81,1,0.06,7967.26,Doğu Anadolu,Kapıda Ödeme,True,Görselden Farklı,3
ORD-10306,CUST-2627,2025-12-02,Ev & Yaşam,Mutfak Robotu,4360.15,4,0.0,17440.6,Akdeniz,Kredi Kartı,False,,1
ORD-10307,CUST-2697,2025-05-10,Giyim,Pantolon,1857.36,5,0.2,7429.44,Karadeniz,Havale/EFT,False,,3
ORD-10308,CUST-2568,2026-01-24,Spor,Bisiklet,6128.73,1,0.0,6128.73,Ege,Banka Kartı,False,,4
ORD-10309,CUST-1158,2025-09-13,Ev & Yaşam,Lamba,3792.42,4,0.22,11832.35,Marmara,Havale/EFT,False,,3
ORD-10310,CUST-4452,2025-11-01,Elektronik,Monitör,5808.23,2,0.08,10687.14,Akdeniz,Banka Kartı,False,,4
ORD-10311,CUST-1865,2025-09-19,Spor,Bisiklet,8685.17,1,0.0,8685.17,Marmara,Kredi Kartı,False,,2
ORD-10312,CUST-4196,2025-11-18,Elektronik,Kulaklık,8114.16,1,0.06,7627.31,Ege,Kapıda Ödeme,False,,3
ORD-10313,CUST-2508,2025-10-18,Spor,Kamp Çadırı,9238.43,1,0.0,9238.43,Ege,Kredi Kartı,False,,4
ORD-10314,CUST-3403,2025-12-02,Ev & Yaşam,Halı,2703.65,3,0.17,6732.09,Marmara,Kredi Kartı,False,,5
ORD-10315,CUST-4194,2025-06-12,Giyim,Kazak,1387.62,3,0.13,3621.69,Karadeniz,Kapıda Ödeme,False,,4
ORD-10316,CUST-4733,2025-05-01,Giyim,Tişört,525.16,5,0.08,2415.74,Güneydoğu Anadolu,Banka Kartı,False,,4
ORD-10317,CUST-4488,2025-08-20,Spor,Koşu Bandı,2260.27,3,0.21,5356.84,Marmara,Kredi Kartı,False,,3
ORD-10318,CUST-3299,2026-01-20,Ev & Yaşam,Halı,10360.87,4,0.0,41443.48,Güneydoğu Anadolu,Banka Kartı,False,,3
ORD-10319,CUST-3687,2026-02-22,Ev & Yaşam,Robot Süpürge,2503.96,2,0.2,4006.34,Karadeniz,Banka Kartı,False,,2
ORD-10320,CUST-3954,2025-03-08,Spor,Koşu Bandı,2668.32,4,0.0,10673.28,Akdeniz,Kredi Kartı,False,,2
ORD-10321,CUST-2405,2026-02-23,Giyim,Mont,1822.4,3,0.0,5467.2,Karadeniz,Havale/EFT,False,,2
ORD-10322,CUST-2203,2025-04-13,Spor,Yoga Matı,7435.1,5,0.05,35316.72,İç Anadolu,Kredi Kartı,False,,3
ORD-10323,CUST-1914,2025-07-30,Spor,Koşu Bandı,3779.66,5,0.0,18898.3,Karadeniz,Kredi Kartı,False,,5
ORD-10324,CUST-3376,2026-01-06,Elektronik,Akıllı Saat,35632.33,1,0.1,32069.1,Marmara,Kredi Kartı,False,,2
ORD-10325,CUST-1820,2025-08-17,Spor,Bisiklet,8939.17,4,0.0,35756.68,Karadeniz,Kredi Kartı,False,,3
ORD-10326,CUST-3584,2025-05-24,Ev & Yaşam,Lamba,1152.8,4,0.0,4611.2,Akdeniz,Kredi Kartı,False,,4
ORD-10327,CUST-4216,2025-04-09,Giyim,Spor Ayakkabı,1303.63,4,0.0,5214.52,Ege,Kredi Kartı,False,,3
ORD-10328,CUST-4891,2025-03-02,Ev & Yaşam,Mutfak Robotu,12548.46,2,0.0,25096.92,Marmara,Banka Kartı,False,,3
ORD-10329,CUST-2278,2025-04-30,Elektronik,Tablet,20381.79,2,0.0,40763.58,Karadeniz,Kredi Kartı,False,,5
ORD-10330,CUST-3442,2025-11-18,Ev & Yaşam,Masa,13353.22,2,0.0,26706.44,Doğu Anadolu,Kredi Kartı,False,,4
ORD-10331,CUST-1078,2025-06-19,Giyim,Ceket,501.26,1,0.0,501.26,Marmara,Kredi Kartı,False,,1
ORD-10332,CUST-2536,2026-01-16,Ev & Yaşam,Mutfak Robotu,8160.58,1,0.0,8160.58,Marmara,Kredi Kartı,False,,1
ORD-10333,CUST-3825,2025-04-23,Spor,Spor Çantası,3864.51,5,0.0,19322.55,Akdeniz,Kredi Kartı,False,,1
ORD-10334,CUST-2233,2025-09-26,Elektronik,Klavye,25100.51,1,0.0,25100.51,Doğu Anadolu,Kredi Kartı,False,,3
ORD-10335,CUST-1466,2025-04-18,Spor,Yoga Matı,6129.12,3,0.24,13974.39,Marmara,Kredi Kartı,False,,5
ORD-10336,CUST-3033,2025-06-09,Spor,Koşu Bandı,2421.6,1,0.23,1864.63,Karadeniz,Banka Kartı,False,,1
ORD-10337,CUST-4192,2025-11-11,Elektronik,Akıllı Telefon,36238.79,1,0.0,36238.79,Güneydoğu Anadolu,Kredi Kartı,True,Kusurlu Ürün,1
ORD-10338,CUST-4490,2025-07-21,Ev & Yaşam,Mutfak Robotu,10248.47,4,0.02,40174.0,Akdeniz,Kredi Kartı,False,,2
ORD-10339,CUST-2346,2025-08-25,Spor,Bisiklet,2756.26,1,0.0,2756.26,Marmara,Kredi Kartı,False,,4
ORD-10340,CUST-2113,2025-09-08,Spor,Spor Çantası,6523.58,2,0.0,13047.16,İç Anadolu,Kredi Kartı,False,,2
ORD-10341,CUST-1424,2025-09-24,Spor,Bisiklet,6816.09,2,0.19,11042.07,İç Anadolu,Havale/EFT,False,,2
ORD-10342,CUST-2978,2025-10-30,Elektronik,Tablet,17907.17,1,0.0,17907.17,Marmara,Banka Kartı,False,,5
ORD-10343,CUST-3964,2025-12-09,Giyim,Ayakkabı,1086.29,5,0.0,5431.45,İç Anadolu,Kredi Kartı,False,,4
ORD-10344,CUST-1608,2025-12-05,Elektronik,Laptop,25914.25,1,0.0,25914.25,Ege,Kredi Kartı,False,,4
ORD-10345,CUST-2313,2025-06-26,Ev & Yaşam,Halı,1040.16,2,0.0,2080.32,Marmara,Havale/EFT,True,Görselden Farklı,3
ORD-10346,CUST-2835,2025-04-09,Spor,Spor Çantası,3229.01,4,0.0,12916.04,Ege,Kredi Kartı,False,,1
ORD-10347,CUST-4243,2025-12-29,Ev & Yaşam,Sandalye,8566.29,4,0.09,31181.3,Marmara,Kredi Kartı,False,,5
ORD-10348,CUST-4143,2026-01-06,Spor,Kamp Çadırı,6605.96,4,0.0,26423.84,Akdeniz,Kredi Kartı,False,,3
ORD-10349,CUST-3243,2025-11-17,Ev & Yaşam,Lamba,1862.94,2,0.0,3725.88,Karadeniz,Banka Kartı,False,,3
ORD-10350,CUST-3502,2025-06-03,Giyim,Pantolon,1867.41,4,0.0,7469.64,Karadeniz,Kredi Kartı,False,,4
ORD-10351,CUST-1190,2026-01-13,Elektronik,Akıllı Saat,18566.82,1,0.0,18566.82,Akdeniz,Kredi Kartı,False,,5
ORD-10352,CUST-2978,2025-11-10,Giyim,Ceket,1487.94,2,0.0,2975.88,İç Anadolu,Banka Kartı,False,,4
ORD-10353,CUST-2714,2025-12-31,Giyim,Gömlek,855.95,3,0.11,2285.39,Marmara,Kredi Kartı,False,,5
ORD-10354,CUST-2224,2026-02-17,Ev & Yaşam,Lamba,11131.23,5,0.05,52873.34,İç Anadolu,Kredi Kartı,False,,2
ORD-10355,CUST-3909,2026-01-21,Giyim,Ayakkabı,1449.67,3,0.0,4349.01,İç Anadolu,Kapıda Ödeme,False,,5
ORD-10356,CUST-2171,2025-09-27,Elektronik,Akıllı Telefon,1498.25,1,0.0,1498.25,Marmara,Kredi Kartı,False,,3
ORD-10357,CUST-3799,2025-07-01,Giyim,Tişört,1412.13,3,0.0,4236.39,Ege,Kredi Kartı,False,,5
ORD-10358,CUST-4555,2026-02-03,Giyim,Spor Ayakkabı,551.43,3,0.01,1637.75,Marmara,Kredi Kartı,False,,3
ORD-10359,CUST-4956,2025-12-02,Elektronik,Laptop,29874.96,1,0.2,23899.97,Karadeniz,Havale/EFT,False,,3
ORD-10360,CUST-4092,2025-12-21,Giyim,Kazak,658.94,2,0.02,1291.52,Güneydoğu Anadolu,Banka Kartı,False,,1
ORD-10361,CUST-2755,2025-07-15,Ev & Yaşam,Robot Süpürge,2665.65,3,0.0,7996.95,Ege,Kapıda Ödeme,True,Vazgeçtim,3
ORD-10362,CUST-1208,2026-01-09,Ev & Yaşam,Masa,11911.65,5,0.0,59558.25,Akdeniz,Kredi Kartı,False,,2
ORD-10363,CUST-3132,2025-03-29,Giyim,Spor Ayakkabı,1131.85,4,0.0,4527.4,Marmara,Kredi Kartı,False,,3
ORD-10364,CUST-2202,2025-06-14,Spor,Bisiklet,8254.52,1,0.0,8254.52,Marmara,Kredi Kartı,False,,5
ORD-10365,CUST-1998,2025-03-15,Ev & Yaşam,Masa,13764.21,1,0.0,13764.21,Ege,Kredi Kartı,False,,3
ORD-10366,CUST-3106,2025-11-10,Spor,Spor Çantası,534.13,2,0.0,1068.26,Marmara,Kredi Kartı,False,,5
ORD-10367,CUST-3184,2025-02-26,Elektronik,Monitör,26978.24,1,0.11,24010.63,Marmara,Kredi Kartı,False,,4
ORD-10368,CUST-3648,2025-03-31,Giyim,Tişört,972.53,3,0.0,2917.59,Marmara,Kredi Kartı,False,,1
ORD-10369,CUST-3355,2025-06-19,Ev & Yaşam,Masa,6004.08,4,0.0,24016.32,Marmara,Banka Kartı,False,,5
ORD-10370,CUST-1259,2025-12-19,Elektronik,Akıllı Telefon,14629.16,1,0.0,14629.16,İç Anadolu,Banka Kartı,False,,4
ORD-10371,CUST-2562,2025-09-13,Elektronik,Akıllı Saat,6674.78,1,0.0,6674.78,Marmara,Banka Kartı,False,,2
ORD-10372,CUST-2220,2026-02-04,Ev & Yaşam,Kahve Makinesi,8436.81,5,0.0,42184.05,Marmara,Kredi Kartı,False,,5
ORD-10373,CUST-4878,2025-04-07,Ev & Yaşam,Robot Süpürge,11299.96,3,0.0,33899.88,Doğu Anadolu,Havale/EFT,False,,2
ORD-10374,CUST-1904,2026-01-04,Ev & Yaşam,Robot Süpürge,1984.95,5,0.21,7840.55,Doğu Anadolu,Kapıda Ödeme,False,,5
ORD-10375,CUST-1299,2025-07-21,Elektronik,Klavye,4378.99,2,0.09,7969.76,İç Anadolu,Kredi Kartı,False,,1
ORD-10376,CUST-4686,2025-06-02,Ev & Yaşam,Masa,6924.5,5,0.17,28736.67,Marmara,Kredi Kartı,False,,4
ORD-10377,CUST-1690,2025-02-25,Ev & Yaşam,Robot Süpürge,11849.2,4,0.0,47396.8,Marmara,Banka Kartı,False,,4
ORD-10378,CUST-2895,2025-10-09,Ev & Yaşam,Mutfak Robotu,4790.44,5,0.0,23952.2,İç Anadolu,Kredi Kartı,False,,2
ORD-10379,CUST-4650,2025-11-25,Giyim,Gömlek,1493.73,1,0.22,1165.11,Karadeniz,Banka Kartı,False,,5
ORD-10380,CUST-2659,2025-12-22,Giyim,Tişört,1148.03,5,0.13,4993.93,İç Anadolu,Kredi Kartı,False,,5
ORD-10381,CUST-4003,2025-07-21,Giyim,Mont,1052.13,1,0.0,1052.13,Ege,Banka Kartı,False,,5
ORD-10382,CUST-3802,2025-05-18,Giyim,Mont,402.52,5,0.16,1690.58,Güneydoğu Anadolu,Banka Kartı,False,,3
ORD-10383,CUST-1165,2025-06-15,Spor,Yoga Matı,722.33,3,0.0,2166.99,İç Anadolu,Kredi Kartı,False,,4
ORD-10384,CUST-2923,2025-10-13,Elektronik,Laptop,39233.3,2,0.0,78466.6,Güneydoğu Anadolu,Banka Kartı,False,,3
ORD-10385,CUST-3370,2025-11-28,Giyim,Spor Ayakkabı,1341.98,3,0.0,4025.94,Doğu Anadolu,Kredi Kartı,False,,2
ORD-10386,CUST-3115,2025-09-18,Ev & Yaşam,Mutfak Robotu,13055.48,4,0.22,40733.1,Marmara,Havale/EFT,False,,2
ORD-10387,CUST-1315,2025-11-13,Ev & Yaşam,Robot Süpürge,2508.53,2,0.0,5017.06,Akdeniz,Kredi Kartı,False,,3
ORD-10388,CUST-3950,2025-04-22,Spor,Kamp Çadırı,4840.26,2,0.0,9680.52,İç Anadolu,Kredi Kartı,False,,2
ORD-10389,CUST-3349,2025-12-23,Giyim,Ceket,1296.13,1,0.04,1244.28,Marmara,Kapıda Ödeme,False,,4
